image_name,number_label,2nd_label
267279_23ch1,1.0,
618942_23ch1,1.0,
1035937_19ch0,1.0,
1293626_23ch1,1.0,
2060237_19ch0,1.0,
268057_19ch1,1.0,
978280_25ch1,1.0,
369958_23ch1,1.0,
2426537_20ch1,1.0,
930287_20ch1,1.0,
2227800_25ch0,1.0,
1012651_25ch0,1.0,
993908_23ch0,1.0,
1250897_25ch1,2.0,
2279952_25ch1,1.0,
2181431_25ch0,1.0,
1929823_23ch0,1.0,
1121641_25ch0,1.0,
158688_08ch0,1.0,
1516765_20ch0,1.0,
1293591_25ch1,1.0,
548447_25ch1,1.0,
1879261_25ch0,1.0,
1219577_19ch1,1.0,
2223315_25ch0,2.0,
800533_30ch1,1.0,
1799498_19ch0,1.0,
248026_19ch0,1.0,
1243818_19ch1,1.0,
1342397_23ch1,1.0,
2310790_20ch1,1.0,
237750_20ch0,1.0,
1816224_19ch0,1.0,
1546784_20ch1,1.0,
1222458_23ch0,1.0,
168571_20ch1,1.0,
1111360_25ch0,1.0,
1569349_20ch0,1.0,
1009089_30ch0,0.0,
1711329_19ch0,1.0,
545457_25ch0,1.0,
199777_06ch0,1.0,
1534514_25ch0,1.0,
2292772_20ch0,1.0,
767165_19ch1,1.0,
1705283_20ch1,1.0,
1991529_25ch1,1.0,
1945320_25ch0,1.0,
1085219_23ch1,1.0,
361857_08ch1,1.0,
877866_25ch1,1.0,
1192358_20ch1,1.0,
213670_19ch0,3.0,
1214324_25ch1,1.0,
1950336_20ch1,1.0,
1856855_25ch0,1.0,
1113947_25ch1,1.0,
361378_20ch0,1.0,
1612801_20ch0,1.0,
1097179_25ch0,1.0,
914742_20ch0,1.0,
519386_20ch0,1.0,
595475_30ch1,1.0,
2158902_20ch0,1.0,
1258729_25ch0,1.0,
1441645_25ch0,2.0,
922396_23ch1,1.0,
1149973_23ch0,1.0,
2310890_25ch1,1.0,
635924_30ch0,1.0,
979502_23ch0,1.0,
1620205_25ch1,1.0,
1720827_23ch1,1.0,
1085757_25ch0,1.0,
147182_20ch1,1.0,
2061825_19ch1,1.0,
784874_25ch0,1.0,
1249232_19ch0,1.0,
2337720_19ch0,1.0,
1721681_23ch1,2.0,
391066_19ch1,1.0,
1339306_25ch0,1.0,
1129749_19ch0,1.0,
103038_19ch0,1.0,
272877_27ch0,9.0,
107722_06ch1,1.0,
1514621_20ch0,1.0,
1810036_23ch1,0.0,
1036272_25ch0,1.0,
2462815_20ch0,1.0,
490115_30ch1,1.0,
865165_19ch1,1.0,
1897504_20ch1,1.0,
2060589_25ch1,1.0,
467496_19ch1,1.0,
2182728_20ch1,1.0,
256783_19ch0,1.0,
754128_20ch0,1.0,
1889249_19ch0,1.0,
1709701_25ch1,1.0,
1928410_20ch0,1.0,
1765367_20ch1,1.0,
949908_19ch0,1.0,
192294_06ch0,1.0,
348334_23ch1,1.0,
1913968_20ch1,1.0,
1908782_20ch0,1.0,
509075_19ch1,1.0,
1381237_20ch0,1.0,
1089200_19ch0,1.0,
2062569_25ch0,1.0,
15756_06ch0,9.0,
835123_07ch1,1.0,
1039160_19ch0,1.0,
144202_02ch0,1.0,
1138389_23ch0,1.0,
1494004_25ch1,1.0,
735647_25ch0,2.0,
1194099_25ch1,1.0,
335592_20ch0,1.0,
273957_01ch0,1.0,
403083_06ch1,1.0,
2140911_20ch1,1.0,
409334_08ch0,1.0,
1328218_23ch1,1.0,
752555_30ch1,1.0,
2122771_20ch0,1.0,
1879565_23ch0,1.0,
2500872_20ch0,1.0,
190049_08ch1,1.0,
452963_08ch1,1.0,
331989_23ch0,1.0,
88617_19ch1,1.0,
599488_19ch0,1.0,
371995_23ch0,1.0,
58153_26ch1,1.0,
681664_26ch0,1.0,
444674_06ch1,3.0,
78299_19ch1,1.0,
246142_08ch1,1.0,
1254525_25ch1,1.0,
23752_26ch1,1.0,
452366_08ch1,1.0,
689726_25ch0,1.0,
1145413_25ch0,2.0,
2361884_20ch0,1.0,
205002_07ch1,1.0,
1932477_25ch1,1.0,
568993_20ch0,1.0,
154721_07ch0,1.0,
1012737_19ch0,2.0,
1519149_19ch1,1.0,
1472645_23ch0,1.0,
891838_23ch0,1.0,
1283000_19ch1,1.0,
94934_01ch0,1.0,
2003062_25ch0,8.0,
725876_07ch1,1.0,
1616703_23ch0,1.0,
1488547_23ch0,1.0,
569458_19ch0,1.0,
1028932_25ch1,3.0,
701296_23ch0,1.0,
220461_08ch0,1.0,
2498029_25ch0,0.0,
1375246_25ch0,1.0,
1726359_19ch0,1.0,
187105_06ch1,1.0,
1385024_25ch0,1.0,
170443_01ch0,1.0,
1939058_23ch1,1.0,
316138_20ch1,1.0,
251207_08ch0,1.0,
1447027_25ch1,1.0,
1483461_20ch1,1.0,
56015_26ch0,1.0,
698818_19ch0,1.0,
910636_20ch0,1.0,
1022238_25ch0,1.0,
359317_23ch0,1.0,
303883_23ch1,1.0,
1118152_25ch0,2.0,
1002444_19ch0,1.0,
583750_20ch0,1.0,
675340_23ch1,1.0,
650804_19ch1,1.0,
693232_30ch0,1.0,
2564584_25ch1,1.0,
152893_07ch1,1.0,
2170959_25ch0,1.0,
717685_19ch1,1.0,
953533_23ch1,1.0,
393626_20ch1,1.0,
924481_20ch0,2.0,
271580_07ch0,2.0,
217587_23ch1,1.0,
618705_23ch0,1.0,
882786_25ch0,1.0,
1134985_19ch0,1.0,
2131393_25ch1,1.0,
703238_19ch1,1.0,
63156_19ch0,1.0,
805728_20ch1,2.0,
349776_08ch1,1.0,
1578836_20ch1,2.0,
1603149_25ch1,3.0,
2347509_25ch1,2.0,
576735_30ch1,1.0,
397295_26ch1,0.0,
1270121_25ch1,1.0,
836902_23ch0,1.0,
787_03ch0,4.0,
552507_19ch1,1.0,
1739935_19ch0,1.0,
1130967_25ch1,2.0,
31942_26ch0,1.0,
1391419_23ch1,1.0,
2175580_25ch0,1.0,
1280618_20ch0,1.0,
2355508_25ch1,1.0,
1890301_25ch0,1.0,
217821_20ch1,1.0,
2083113_25ch0,1.0,
1193448_25ch1,1.0,
453120_08ch0,1.0,
2453295_25ch0,1.0,
316557_08ch0,1.0,
1862267_25ch1,2.0,
1771932_25ch0,1.0,
1946744_20ch1,2.0,
1374681_20ch0,1.0,
657843_23ch0,1.0,
300584_19ch1,1.0,
1144689_25ch1,1.0,
475366_06ch0,1.0,
1405567_25ch1,1.0,
722382_30ch1,1.0,
256724_23ch0,1.0,
1190536_23ch1,1.0,
46165_23ch1,1.0,
1910240_25ch0,1.0,
403223_08ch0,1.0,
1820663_20ch1,1.0,
14105_19ch0,2.0,
1976485_25ch0,1.0,
1577485_25ch0,1.0,
1140550_23ch0,1.0,
510719_19ch1,1.0,
30836_07ch1,1.0,
292189_23ch1,1.0,
963926_23ch1,1.0,
896782_25ch1,1.0,
2372156_25ch0,1.0,
1383148_19ch1,1.0,
864120_19ch1,1.0,
876686_19ch1,2.0,
1374349_25ch1,2.0,
1238097_23ch0,1.0,
383485_20ch1,1.0,
1596401_19ch1,1.0,
666506_07ch1,1.0,
801332_07ch1,1.0,
43721_26ch1,1.0,
164493_23ch0,1.0,
1005379_25ch1,2.0,
2126498_19ch0,1.0,
1500914_25ch0,1.0,
584724_20ch1,1.0,
1122948_25ch1,1.0,
1681135_23ch1,1.0,
1289683_23ch1,1.0,
166553_30ch0,1.0,
10501_20ch0,1.0,
785851_30ch1,1.0,
1825704_23ch0,1.0,
1316673_25ch1,1.0,
2104850_25ch0,1.0,
1533312_23ch0,1.0,
350682_08ch1,1.0,
882251_23ch0,1.0,
1897050_20ch0,1.0,
589434_19ch0,2.0,
1162260_19ch0,1.0,
567677_25ch0,1.0,
1669830_19ch1,1.0,
1076175_23ch1,1.0,
440953_02ch1,1.0,
1805438_19ch0,1.0,
1185388_19ch1,1.0,
133646_19ch1,1.0,
1584550_23ch1,1.0,
198705_23ch1,1.0,
767530_23ch0,1.0,
2325508_25ch1,2.0,
1845187_25ch1,1.0,
233493_07ch0,1.0,
2204842_19ch1,1.0,
250677_08ch0,1.0,
533700_25ch0,2.0,
1900751_20ch0,1.0,
938686_25ch1,1.0,
1623666_25ch1,1.0,
138846_19ch0,2.0,
782205_30ch1,1.0,
70543_06ch1,1.0,
497275_20ch0,1.0,
367747_06ch1,1.0,
420813_19ch1,1.0,
1372247_23ch0,1.0,
298760_23ch0,1.0,
293721_08ch1,1.0,
1833895_25ch1,1.0,
703978_20ch1,1.0,
1374718_19ch1,1.0,
1238589_19ch0,1.0,
2038441_20ch1,1.0,
724675_25ch0,1.0,
1149835_20ch0,0.0,
1204803_19ch1,1.0,
1591959_20ch0,1.0,
228856_08ch1,1.0,
1376442_19ch1,1.0,
1209074_25ch1,1.0,
1292864_20ch1,1.0,
2095304_20ch1,1.0,
639464_23ch1,1.0,
2253506_25ch0,9.0,
167567_01ch1,1.0,
895841_19ch1,1.0,
1112921_23ch1,1.0,
2345215_25ch1,1.0,
115793_20ch1,1.0,
450012_19ch1,1.0,
1818849_20ch1,1.0,
990052_19ch1,1.0,
2360467_20ch0,2.0,
629412_30ch1,1.0,
1650776_19ch1,1.0,
1091713_19ch1,1.0,
979931_25ch0,1.0,
798721_30ch1,1.0,
659136_25ch0,1.0,
1822122_23ch1,1.0,
1350981_25ch0,0.0,
315646_02ch1,1.0,
352753_06ch1,1.0,
861979_20ch1,1.0,
1954209_19ch1,1.0,
1501770_23ch1,1.0,
1945822_23ch0,1.0,
1302766_25ch0,1.0,
811301_19ch1,1.0,
1957935_19ch0,1.0,
2224252_25ch1,1.0,
1550837_25ch0,1.0,
1814609_23ch0,1.0,
1244396_25ch0,1.0,
338935_30ch0,1.0,
2322135_25ch0,1.0,
1621005_20ch1,1.0,
2035042_19ch0,1.0,
1713421_20ch0,1.0,
1959669_20ch0,1.0,
1717785_23ch0,1.0,
181339_07ch0,1.0,
1784163_25ch1,1.0,
2052996_20ch0,1.0,
2079118_25ch1,1.0,
1244792_23ch0,1.0,
1552611_19ch0,1.0,
142443_19ch1,11.0,
436480_08ch0,1.0,
50083_26ch0,1.0,
1688267_20ch1,2.0,
1404262_19ch1,1.0,
167909_19ch1,1.0,
1493761_19ch0,3.0,
1057656_23ch0,1.0,
292874_19ch1,1.0,
604504_07ch0,1.0,
64845_06ch1,1.0,
377423_23ch1,1.0,
1822824_25ch1,1.0,
463425_19ch0,1.0,
306598_02ch1,3.0,
199005_23ch1,1.0,
517632_06ch0,1.0,
1732507_19ch1,1.0,
149462_19ch0,1.0,
197675_01ch0,1.0,
1837974_25ch0,1.0,
837762_30ch1,1.0,
624450_07ch0,1.0,
263541_19ch1,1.0,
1573440_20ch1,1.0,
710096_30ch1,1.0,
17489_26ch1,1.0,
1777035_20ch1,2.0,
189785_08ch1,1.0,
882475_23ch1,1.0,
1418466_23ch0,1.0,
2055884_19ch1,1.0,
1389198_23ch0,1.0,
1270588_25ch0,1.0,
696062_19ch1,1.0,
1989602_19ch1,1.0,
737506_19ch0,1.0,
451532_07ch0,1.0,
365431_30ch0,1.0,
1233621_25ch1,1.0,
1439581_25ch1,1.0,
149251_08ch1,1.0,
357392_08ch0,1.0,
2476115_25ch1,1.0,
67281_23ch0,1.0,
1435204_19ch1,1.0,
1390242_20ch0,1.0,
1368623_23ch1,1.0,
1400209_20ch1,2.0,
677959_19ch0,1.0,
120356_08ch0,1.0,
561371_23ch1,1.0,
2386454_20ch1,1.0,
1104436_25ch1,1.0,
681580_19ch0,1.0,
2096132_19ch0,1.0,
1973090_23ch1,1.0,
480284_19ch1,1.0,
1650258_20ch0,1.0,
1314121_19ch1,1.0,
422382_23ch0,1.0,
1239884_19ch0,1.0,
1000244_25ch0,2.0,
473018_06ch0,1.0,
2476573_25ch0,1.0,
1178079_23ch0,1.0,
1171079_19ch1,1.0,
2465768_25ch0,1.0,
514775_30ch0,1.0,
6356_02ch1,1.0,
474219_06ch0,3.0,
1368562_25ch0,2.0,
803979_30ch1,1.0,
336309_19ch1,1.0,
815831_25ch0,2.0,
2058822_19ch0,1.0,
1506705_19ch1,1.0,
461419_19ch0,1.0,
742296_30ch1,1.0,
1601897_20ch1,1.0,
1272652_19ch0,1.0,
108352_01ch0,1.0,
1523275_23ch0,1.0,
749796_25ch1,1.0,
1708186_19ch0,1.0,
424501_06ch1,1.0,
805191_25ch1,1.0,
1049769_19ch0,1.0,
98745_01ch1,1.0,
789978_19ch0,1.0,
660579_25ch0,2.0,
887196_23ch0,1.0,
483713_19ch0,3.0,
1347817_23ch1,1.0,
2036736_20ch0,1.0,
1926186_23ch0,1.0,
1331266_20ch0,1.0,
1608045_19ch1,1.0,
1245969_25ch1,1.0,
863933_20ch0,1.0,
2364804_20ch1,1.0,
1351298_23ch0,1.0,
1383792_19ch1,1.0,
1901725_25ch1,1.0,
907787_25ch0,1.0,
354937_02ch1,1.0,
184404_06ch0,1.0,
123956_23ch0,1.0,
946092_23ch1,1.0,
976299_23ch1,1.0,
718000_30ch1,1.0,
2325734_25ch1,1.0,
872482_20ch0,1.0,
354919_06ch1,1.0,
33661_23ch0,1.0,
2118002_25ch0,1.0,
569472_20ch0,1.0,
262117_23ch1,1.0,
626170_19ch0,1.0,
2135444_25ch0,2.0,
200888_23ch1,1.0,
1405955_25ch1,1.0,
369692_06ch0,1.0,
174540_08ch0,1.0,
2253432_25ch1,1.0,
867124_23ch0,1.0,
1914824_19ch0,1.0,
566134_23ch1,0.0,
1699530_25ch1,1.0,
1516699_23ch1,1.0,
491800_25ch0,1.0,
308030_20ch0,1.0,
1861781_25ch1,1.0,
159290_06ch1,1.0,
1924920_25ch0,1.0,
1539168_25ch1,1.0,
816162_23ch1,2.0,
326700_08ch1,1.0,
1136397_20ch0,1.0,
891818_07ch1,1.0,
2460891_20ch1,1.0,
474390_06ch1,1.0,
1073877_19ch0,1.0,
723126_30ch0,1.0,
1347406_20ch1,1.0,
476377_19ch1,1.0,
1072572_25ch1,3.0,
243930_06ch0,1.0,
1715081_19ch0,1.0,
171678_20ch1,1.0,
649340_25ch1,1.0,
601783_30ch0,1.0,
333810_19ch0,1.0,
290789_19ch1,2.0,
2090909_19ch1,1.0,
450281_20ch0,1.0,
615232_19ch1,1.0,
330353_02ch0,1.0,
1761591_23ch1,1.0,
1270895_19ch1,1.0,
2099403_25ch1,1.0,
2058909_20ch0,1.0,
686445_19ch1,1.0,
304670_23ch0,1.0,
2673659_25ch1,1.0,
880791_20ch1,1.0,
763575_25ch1,1.0,
1213315_25ch0,2.0,
1201688_23ch1,1.0,
384879_08ch1,1.0,
1572376_20ch1,2.0,
229516_06ch1,1.0,
1916673_19ch1,1.0,
1380994_19ch1,1.0,
689426_19ch1,1.0,
2616779_25ch1,1.0,
577335_23ch1,1.0,
1178596_25ch0,2.0,
2372872_25ch0,2.0,
592488_25ch0,1.0,
2174840_19ch0,1.0,
1153626_23ch0,1.0,
309373_07ch1,2.0,
1212160_23ch0,1.0,
713600_07ch1,1.0,
299068_23ch1,2.0,
129493_23ch1,1.0,
879671_19ch1,1.0,
1092971_19ch0,1.0,
1890416_20ch1,1.0,
1509993_19ch0,1.0,
452262_08ch0,1.0,
1795394_20ch0,1.0,
320980_02ch0,1.0,
77020_19ch1,2.0,
1827307_23ch1,1.0,
2224991_25ch1,1.0,
2395557_25ch1,1.0,
1782919_19ch1,1.0,
227962_20ch1,1.0,
1864639_23ch1,1.0,
1478013_20ch1,2.0,
2086683_25ch0,1.0,
1687837_23ch0,1.0,
1592724_23ch1,1.0,
210560_23ch0,1.0,
1423647_25ch1,1.0,
462364_08ch0,1.0,
1551282_25ch0,0.0,
1643955_20ch1,1.0,
215265_08ch0,1.0,
680191_25ch0,1.0,
2220929_25ch1,1.0,
256791_27ch0,1.0,
246756_29ch1,1.0,
1900348_20ch0,6.0,
1148746_19ch0,1.0,
1687360_20ch1,1.0,
200039_20ch0,1.0,
1851508_20ch0,1.0,
671489_23ch0,1.0,
1850961_20ch0,0.0,
2148059_25ch0,1.0,
1158270_23ch0,1.0,
1221502_20ch1,1.0,
291287_29ch1,1.0,
985526_23ch0,1.0,
1242526_25ch0,1.0,
1562899_23ch1,1.0,
1642095_25ch0,1.0,
1090537_23ch1,1.0,
750686_19ch1,1.0,
2366083_20ch0,1.0,
1070153_23ch1,1.0,
1274118_20ch0,1.0,
925045_25ch1,1.0,
1952707_25ch0,1.0,
985252_20ch1,1.0,
1694307_20ch0,2.0,
2108883_20ch0,1.0,
1394674_23ch1,1.0,
2351198_25ch1,1.0,
1130770_19ch1,1.0,
87765_02ch0,1.0,
2083149_25ch0,2.0,
1098720_25ch0,1.0,
787474_23ch1,1.0,
2076017_20ch0,1.0,
542579_25ch1,1.0,
1310239_25ch0,1.0,
1973313_25ch1,1.0,
1250610_20ch0,1.0,
1398033_20ch0,2.0,
1776832_19ch1,1.0,
1787814_23ch0,1.0,
1749347_20ch0,1.0,
1040513_25ch0,1.0,
1500400_19ch1,1.0,
1940969_25ch1,1.0,
106053_08ch0,1.0,
1910710_23ch0,1.0,
1065699_20ch1,1.0,
1039363_23ch1,1.0,
1311094_25ch1,1.0,
1692265_25ch1,2.0,
84966_19ch0,1.0,
915509_19ch0,1.0,
697188_19ch1,1.0,
58865_19ch0,1.0,
1822445_19ch0,1.0,
1944130_19ch1,1.0,
2388030_25ch1,1.0,
162403_06ch1,1.0,
1865303_20ch0,1.0,
1334046_23ch1,1.0,
2392503_25ch1,1.0,
864354_23ch1,1.0,
257176_01ch0,1.0,
391270_07ch0,1.0,
1190428_20ch0,1.0,
405870_08ch0,1.0,
2353504_20ch1,1.0,
1547840_25ch0,2.0,
1690102_25ch1,1.0,
2183749_25ch1,1.0,
1938472_25ch0,1.0,
1348311_25ch1,1.0,
1122335_19ch0,1.0,
1783786_23ch0,1.0,
973603_19ch0,1.0,
1342866_20ch1,0.0,
990080_19ch1,1.0,
1219599_23ch1,1.0,
591931_25ch1,2.0,
997469_23ch0,1.0,
414240_07ch0,1.0,
286606_02ch0,1.0,
1158411_19ch1,1.0,
1614270_19ch1,1.0,
1100675_25ch0,1.0,
1898783_25ch1,2.0,
2319185_19ch0,1.0,
2148943_25ch0,2.0,
1818498_25ch1,1.0,
883963_20ch0,1.0,
109187_08ch1,1.0,
937807_20ch0,1.0,
1125419_25ch1,2.0,
681995_30ch1,1.0,
1333608_19ch1,1.0,
1433779_19ch0,1.0,
1219689_19ch1,1.0,
633425_19ch0,1.0,
1778770_25ch1,1.0,
2014051_19ch1,1.0,
2068226_25ch0,1.0,
1440682_19ch0,1.0,
455859_08ch0,1.0,
903257_25ch0,2.0,
1458169_23ch1,1.0,
171069_08ch0,1.0,
2232989_19ch1,1.0,
360406_01ch1,1.0,
1214270_19ch1,1.0,
1940817_19ch1,1.0,
475893_23ch1,1.0,
557508_08ch1,1.0,
1687530_23ch0,1.0,
2484896_25ch1,1.0,
310851_29ch0,0.0,
1788899_20ch1,11.0,
1473602_19ch1,1.0,
182003_23ch0,1.0,
1151757_19ch0,1.0,
989749_20ch1,1.0,
1468367_25ch0,1.0,
131199_23ch0,1.0,
1875260_20ch0,1.0,
496984_23ch1,1.0,
163856_23ch1,1.0,
865449_20ch0,1.0,
223437_27ch0,1.0,
2396112_20ch0,1.0,
2038921_19ch1,1.0,
1205687_20ch0,1.0,
99709_20ch0,1.0,
544603_20ch1,2.0,
1314848_19ch1,1.0,
252094_23ch0,1.0,
27583_06ch0,1.0,
1523824_23ch0,1.0,
40348_02ch0,1.0,
681647_30ch0,1.0,
2329626_25ch1,2.0,
1924060_23ch1,3.0,
1085181_19ch1,1.0,
2416347_25ch0,1.0,
1268318_19ch1,1.0,
2275160_19ch0,1.0,
587859_25ch1,3.0,
556316_19ch0,1.0,
791528_19ch1,1.0,
613483_23ch0,1.0,
1455102_19ch0,1.0,
424699_23ch0,1.0,
133589_01ch0,1.0,
171030_23ch0,1.0,
1930072_23ch1,1.0,
529937_19ch1,1.0,
332823_02ch1,1.0,
1950025_23ch1,1.0,
727359_30ch0,1.0,
220520_27ch0,4.0,
477702_07ch1,1.0,
1536159_25ch0,1.0,
911159_25ch0,1.0,
1377075_25ch0,1.0,
79440_23ch1,1.0,
361142_06ch0,1.0,
14660_06ch1,3.0,
1926800_20ch1,1.0,
1005125_20ch0,1.0,
406249_06ch1,1.0,
868227_23ch1,1.0,
1350465_25ch0,1.0,
1912586_20ch0,3.0,
517436_06ch0,1.0,
1597443_25ch0,1.0,
1374613_25ch0,11.0,
662927_23ch0,1.0,
201636_19ch1,2.0,
368137_19ch0,1.0,
2321272_19ch1,1.0,
457033_07ch1,1.0,
427576_23ch1,1.0,
1100603_19ch1,1.0,
1582245_20ch1,2.0,
183886_02ch1,1.0,
1799017_19ch1,1.0,
2391918_25ch0,1.0,
978658_23ch0,1.0,
2101694_25ch0,1.0,
1545066_20ch0,2.0,
1281252_25ch0,3.0,
612244_20ch0,1.0,
1970956_19ch0,1.0,
1355487_19ch0,1.0,
711669_20ch1,1.0,
470687_08ch1,1.0,
1765179_20ch1,1.0,
2279777_20ch0,1.0,
119359_23ch1,1.0,
916551_19ch1,2.0,
53280_19ch1,1.0,
225853_07ch1,1.0,
1032015_23ch1,2.0,
1124307_20ch1,1.0,
605335_20ch1,2.0,
686036_30ch1,1.0,
1522147_25ch0,6.0,
2188506_19ch1,1.0,
207295_01ch0,1.0,
1533179_25ch0,1.0,
1703522_19ch0,1.0,
178862_02ch0,1.0,
1741766_25ch0,0.0,
2288727_25ch1,6.0,
1522922_20ch0,1.0,
2293668_25ch0,1.0,
948950_19ch1,1.0,
1261109_23ch1,1.0,
1832461_25ch0,1.0,
1902088_23ch0,1.0,
2386158_25ch1,1.0,
1165878_19ch1,1.0,
509387_06ch0,1.0,
1445212_23ch0,1.0,
150020_01ch1,1.0,
1447836_23ch1,1.0,
450977_08ch0,1.0,
329296_02ch0,1.0,
1096997_25ch0,1.0,
1968569_25ch1,1.0,
15959_26ch1,1.0,
1838235_25ch1,1.0,
333749_06ch0,1.0,
203322_20ch0,1.0,
938472_25ch1,1.0,
239211_29ch1,0.0,
408369_20ch0,1.0,
2268120_19ch0,1.0,
1601665_20ch1,2.0,
1894473_19ch0,1.0,
495293_06ch0,1.0,
574450_20ch0,1.0,
156522_06ch0,1.0,
1259045_25ch1,1.0,
788641_23ch1,1.0,
1691711_20ch0,1.0,
329269_20ch0,1.0,
661607_19ch0,1.0,
2062404_19ch1,1.0,
1614882_23ch0,1.0,
1053423_19ch1,1.0,
872526_19ch1,2.0,
1189419_19ch0,1.0,
1459385_23ch0,1.0,
1988505_23ch0,1.0,
408679_19ch1,1.0,
251629_20ch1,1.0,
107045_06ch1,1.0,
752682_25ch0,1.0,
162836_23ch1,1.0,
1913651_25ch1,1.0,
410176_08ch0,1.0,
833530_30ch1,1.0,
1282067_20ch0,1.0,
272445_01ch0,1.0,
1879385_23ch0,2.0,
1372124_19ch0,1.0,
57545_23ch0,1.0,
1115276_25ch0,1.0,
2151528_25ch0,1.0,
152572_25ch1,1.0,
669428_30ch0,1.0,
1834763_25ch0,1.0,
329173_20ch0,1.0,
1738906_20ch1,2.0,
269330_02ch1,2.0,
1470433_19ch1,2.0,
1171128_20ch0,1.0,
1758625_25ch1,1.0,
733587_19ch1,1.0,
1599649_19ch1,1.0,
1674585_19ch0,1.0,
1780689_20ch1,2.0,
872548_23ch1,1.0,
447321_08ch0,1.0,
889252_23ch0,1.0,
259791_20ch0,1.0,
2514341_25ch1,1.0,
1269664_19ch1,1.0,
377656_08ch0,1.0,
1262616_25ch0,1.0,
664295_19ch1,1.0,
86418_23ch0,1.0,
290438_08ch1,1.0,
1057825_23ch1,1.0,
415972_01ch1,1.0,
1704550_20ch1,2.0,
1582064_25ch1,1.0,
117953_08ch0,1.0,
28331_20ch1,1.0,
1569370_19ch1,2.0,
316779_06ch1,1.0,
1714081_20ch0,1.0,
1148060_19ch0,1.0,
1995881_19ch0,1.0,
450484_25ch0,1.0,
2105947_25ch1,1.0,
416242_23ch0,1.0,
210060_01ch1,1.0,
1883252_20ch0,1.0,
167645_02ch1,1.0,
1881505_23ch1,1.0,
785327_25ch1,1.0,
2210952_25ch0,1.0,
45444_19ch0,1.0,
158914_23ch1,1.0,
2306358_19ch0,2.0,
524922_25ch0,1.0,
2538502_25ch1,2.0,
902937_20ch0,1.0,
34183_23ch1,0.0,
2479487_20ch1,1.0,
629919_23ch1,1.0,
1592652_25ch1,2.0,
383616_06ch1,1.0,
8898_26ch1,9.0,
602433_25ch1,1.0,
1689912_25ch0,1.0,
250524_19ch0,1.0,
420748_07ch1,1.0,
479282_08ch1,1.0,
1711584_25ch0,1.0,
2057508_25ch1,1.0,
1161860_19ch1,1.0,
883961_23ch0,1.0,
2336620_25ch1,1.0,
2002784_23ch0,2.0,
1497458_19ch1,1.0,
143413_19ch1,1.0,
195945_23ch0,1.0,
305887_08ch1,1.0,
623718_25ch1,1.0,
1589714_19ch0,1.0,
627676_19ch1,1.0,
2278941_25ch0,1.0,
434959_23ch1,1.0,
639607_23ch0,1.0,
1293839_20ch1,1.0,
100070_01ch0,1.0,
502958_23ch1,1.0,
977728_25ch1,1.0,
706137_30ch1,1.0,
1286155_20ch1,1.0,
2191711_19ch1,1.0,
1862837_20ch1,4.0,
1771588_25ch0,1.0,
1456407_19ch1,1.0,
1725538_20ch0,1.0,
1427114_25ch1,0.0,
246369_23ch1,1.0,
282154_08ch1,1.0,
695095_30ch1,1.0,
1155439_19ch1,1.0,
2465577_25ch1,1.0,
2410115_20ch0,1.0,
2005814_19ch0,1.0,
2359646_19ch1,0.0,
353837_25ch0,1.0,
1488557_25ch1,2.0,
1341215_25ch1,1.0,
1890198_23ch0,1.0,
2309829_20ch0,1.0,
1158860_25ch0,1.0,
2050925_25ch0,1.0,
1842563_20ch0,2.0,
292090_23ch0,1.0,
1617353_20ch1,1.0,
699323_20ch0,1.0,
594398_25ch1,1.0,
2352261_25ch0,11.0,
261565_23ch0,1.0,
1006077_25ch1,1.0,
894462_23ch0,1.0,
2446085_25ch1,1.0,
932090_19ch1,1.0,
1067389_23ch0,1.0,
696276_23ch1,1.0,
880904_23ch0,1.0,
580914_20ch0,4.0,
2257549_20ch1,1.0,
1282016_25ch1,0.0,
229518_23ch0,1.0,
880225_19ch1,1.0,
849619_20ch0,1.0,
889069_23ch0,1.0,
547757_23ch1,1.0,
1992243_23ch0,1.0,
389710_23ch1,1.0,
2370380_19ch0,1.0,
2302553_20ch0,1.0,
1322663_19ch0,1.0,
2164783_19ch0,1.0,
568494_25ch0,1.0,
1386093_25ch1,1.0,
1481165_19ch0,0.0,
1686330_20ch0,1.0,
492557_19ch0,1.0,
1622651_23ch1,4.0,
1634542_19ch1,1.0,
222860_08ch1,1.0,
1068463_23ch0,1.0,
243093_06ch0,0.0,
962625_25ch0,3.0,
612084_30ch0,1.0,
68222_06ch0,3.0,
2273879_20ch0,1.0,
1331387_20ch0,1.0,
1859994_23ch0,1.0,
93614_01ch0,1.0,
574035_30ch0,1.0,
326785_06ch1,3.0,
1825137_20ch0,1.0,
1194878_23ch1,1.0,
1952485_20ch0,2.0,
1554241_25ch1,3.0,
1704742_23ch1,2.0,
2074554_25ch0,1.0,
2374869_19ch1,1.0,
731191_30ch1,1.0,
269055_07ch1,1.0,
860660_30ch0,1.0,
422362_07ch1,1.0,
726936_25ch1,1.0,
1167947_23ch1,2.0,
240870_23ch1,1.0,
21531_26ch0,1.0,
181314_23ch1,1.0,
2390536_20ch1,1.0,
231666_07ch1,1.0,
1782232_25ch0,1.0,
1523865_23ch0,1.0,
1947080_23ch0,1.0,
1727068_23ch0,1.0,
2369107_25ch0,1.0,
2362167_25ch1,1.0,
1276555_20ch0,1.0,
2153551_19ch1,1.0,
595142_30ch0,1.0,
142844_19ch1,1.0,
402063_01ch1,1.0,
